"CD_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASCIMENTO","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
367792,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,CAJUEIRO SECO,JABOATÃO DOS GUARARAPES,PE,F,2005,S,L7,ENSINO SUPERIOR,ENSINO MEDIO,N
366349,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,PADRE ROMA,JABOATÃO DOS GUARARAPES,PE,M,2002,S,L7,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
366075,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,SOCORRO,JABOATÃO DOS GUARARAPES,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366489,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,CAJUEIRO SECO,JABOATÃO DOS GUARARAPES,PE,M,2005,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
367395,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,PAU AMARELO,PAULISTA,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
368439,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,JARDIM SAO PAULO,RECIFE,PE,F,2000,S,L7,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
370193,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,S,L1,,SEGUNDO GRAU INCOMPLETO,N
371390,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
368954,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,SANTO AMARO,RECIFE,PE,F,2004,S,L3,ENSINO MEDIO,ENSINO MEDIO,N
317731,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
367959,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,IBURA,RECIFE,PE,M,2002,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
367615,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,PINA,RECIFE,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
369000,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,JIQUIA,RECIFE,PE,M,2005,S,L7,ENSINO MEDIO,ENSINO SUPERIOR,N
366977,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATÃO DOS GUARARAPES,PE,BRA,IBURA,RECIFE,PE,M,2005,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
367201,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JUAZEIRO,BA,BRA,IMBIRIBEIRA,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
367061,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LAGOA DE ITAENGA,PE,BRA,CAJA,CARPINA,PE,F,2005,S,L7,,ENSINO MEDIO,N
371268,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LAGOA DE ITAENGA,PE,BRA,IPUTINGA,RECIFE,PE,M,2003,S,L7,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
370497,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,BOM JARDIM,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
368571,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,LAGOA DO CARRO,PE,M,2004,S,L5,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
371179,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,F,2005,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
367698,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,SANTA LUZIA,LIMOEIRO,PE,F,2005,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366948,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
368461,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,M,2004,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368685,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,M,2004,S,L1,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
370010,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
369312,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,M,2005,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
367964,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,COHAB,MACHADOS,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
369812,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CENTRO,PASSIRA,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
369451,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
367689,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,S,L1,,SEGUNDO GRAU INCOMPLETO,N
367289,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,REDENCAO,VITÓRIA DE SANTO ANTÃO,PE,F,2005,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
369048,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MACAPARANA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
365974,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MACEIÓ,AL,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO FUNDAMENTAL INCOMPLETO,N
368090,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MACEIÓ,AL,BRA,ALTO DA BONDADE,OLINDA,PE,F,2001,S,L1,,ENSINO MEDIO,N
366475,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MACEIÓ,AL,BRA,JANGA,PAULISTA,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
369077,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MARAGOGI,AL,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366608,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MORENO,PE,BRA,MARCOS FREIRE,JABOATÃO DOS GUARARAPES,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
366589,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MORENO,PE,BRA,PIEDADE,JABOATÃO DOS GUARARAPES,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
370172,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MORENO,PE,BRA,CENTRO,MORENO,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
369889,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MORENO,PE,BRA,CENTRO,MORENO,PE,M,2004,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
369250,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,NAPLES = NAPOLI,ZZ,ITA,AFLITOS,RECIFE,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL,N
366761,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,NATAL,RN,BRA,PIEDADE,JABOATÃO DOS GUARARAPES,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
367405,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,NAZARÉ DA MATA,PE,BRA,CENTRO,NAZARÉ DA MATA,PE,M,2002,S,L7,,ENSINO FUNDAMENTAL INCOMPLETO,N
366422,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,NAZARÉ DA MATA,PE,BRA,CENTRO,NAZARÉ DA MATA,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
368148,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,NOVA IGUACU,RJ,BRA,MARCOS FREIRE,JABOATÃO DOS GUARARAPES,PE,M,2005,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
366153,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,PLANALTO,ABREU E LIMA,PE,M,2005,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
370154,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CENTRO,BOM JARDIM,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
369026,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,ALDEIA,CAMARAGIBE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
367518,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,PIEDADE,JABOATÃO DOS GUARARAPES,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366663,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
369890,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,BULTRINS,OLINDA,PE,F,2005,N,A0,,ENSINO SUPERIOR,N
367208,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,M,2002,S,L5,ENSINO SUPERIOR,ENSINO MEDIO,N
367400,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JATOBA,OLINDA,PE,M,2005,N,A0,,SEGUNDO GRAU INCOMPLETO,N
369535,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,AMARO BRANCO,OLINDA,PE,M,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
369540,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,RIO DOCE,OLINDA,PE,M,2005,S,L3,,ENSINO MEDIO,N
369941,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JANGA,PAULISTA,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
367582,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,MARANGUAPE I,PAULISTA,PE,F,2005,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
369783,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,PAU AMARELO,PAULISTA,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
370332,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JANGA,PAULISTA,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366919,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,MARANGUAPE I,PAULISTA,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
368617,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,MARANGUAPE I,PAULISTA,PE,M,2004,S,L7,ENSINO MEDIO,ENSINO MEDIO,N
370343,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,MARANGUAPE I,PAULISTA,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
369606,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,ARTUR LUNDGREN L,PAULISTA,PE,M,2005,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
371214,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L1,ENSINO SUPERIOR,ENSINO MEDIO,N
370557,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,MORRO DA CONCEICAO,RECIFE,PE,F,2005,N,A0,,ENSINO SUPERIOR,N
368443,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,ENCRUZILHADA,RECIFE,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366943,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,NOVA DESCOBERTA,RECIFE,PE,F,2005,S,L7,ENSINO SUPERIOR,ENSINO MEDIO,N
371803,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,S,L5,ENSINO SUPERIOR,ENSINO MEDIO,N
341299,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,N,A0,,ENSINO SUPERIOR,N
367377,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,N,A0,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,N
353550,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
368929,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,2004,N,A0,,ENSINO SUPERIOR,N
371364,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,IPUTINGA,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
367146,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,MADALENA,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366458,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
366174,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
368755,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
366628,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,BARRO,RECIFE,PE,M,2004,S,L7,ENSINO MEDIO,ENSINO MEDIO,N
369032,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L5,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
370092,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,AREIAS,RECIFE,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
367679,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,AFLITOS,RECIFE,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
370091,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,ENSINO SUPERIOR,SEGUNDO GRAU INCOMPLETO,N
368641,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,NOVA DESCOBERTA,RECIFE,PE,M,2005,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
368717,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CASA AMARELA,RECIFE,PE,M,2005,S,L3,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
369234,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2006,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
369218,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CAPIBARIBE,SÃO LOURENÇO DA MATA,PE,F,2003,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
370812,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CENTRO,SÃO LOURENÇO DA MATA,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368273,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OSASCO,SP,BRA,IPSEP,RECIFE,PE,M,1997,S,L7,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
367583,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,N
367351,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366521,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
367106,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PASSIRA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1989,S,L3,,ENSINO MEDIO,N
367034,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAUDALHO,PE,BRA,SAO JOSE,CARPINA,PE,M,2005,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,N
368032,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAUDALHO,PE,BRA,CENTRO,NAZARÉ DA MATA,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
369263,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,M,2002,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
371500,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,M,2004,S,L7,ENSINO MEDIO,ENSINO SUPERIOR,N
369863,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAUDALHO,PE,BRA,PIXETE,SÃO LOURENÇO DA MATA,PE,F,2005,S,L5,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,N
366763,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,ALTO NOVA OLINDA,OLINDA,PE,M,2004,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
365918,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,NOSSA SENHORA DA CONCEICAO,PAULISTA,PE,F,2003,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366872,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,ARTUR LUNDGREN L,PAULISTA,PE,F,2005,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
371421,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,PARATIBE,PAULISTA,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
369386,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,JANGA,PAULISTA,PE,M,2005,S,L3,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
369460,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,MIRUEIRA,PAULISTA,PE,M,2005,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
370095,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,CAMPO GRANDE,RECIFE,PE,F,2004,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
369171,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
367725,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PICOS,PI,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
366464,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PICOS,PI,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,,ENSINO SUPERIOR,N
366401,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PIRACICABA,SP,BRA,PONTAL,ILHÉUS,BA,F,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
340597,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,POMBAL,PB,BRA,CAJUEIRO SECO,JABOATÃO DOS GUARARAPES,PE,F,2000,N,A0,,ALFABETIZADO SEM CURSOS REGULARES,N
366695,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,POMBOS,PE,BRA,CENTRO,POMBOS,PE,M,2004,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366260,2023,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,POMBOS,PE,BRA,CENTRO,POMBOS,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
369986,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PONTA GROSSA,PR,BRA,CAXANGA,RECIFE,PE,M,2000,N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
371140,2023,2,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PORTO ALEGRE,RS,BRA,BOA VIAGEM,RECIFE,PE,F,2002,N,A0,,ENSINO SUPERIOR,N
